russian_word;english_word;img_card;sound_card
Стрела;Arrow;https://mnemoenglish.ru/img/mnemocard/7db1ccd4bf67c28fd5b0d110743b2d3a.jpeg;
Прикосновение;Touch;https://mnemoenglish.ru/img/mnemocard/7f6a62fa14c95793339a13904ab3012d.jpeg;
Бак,резервуар;Tank;https://mnemoenglish.ru/img/mnemocard/3e14cf4262251fb055bce21b36025241.jpeg;
Изюм;Raisin;https://mnemoenglish.ru/img/mnemocard/1bd07ccd68bfde5afb33ba73ff4bb164.jpeg;
Бюстгальтер;Bra;https://mnemoenglish.ru/img/mnemocard/3e668a0af48cdf342ec1e271d642e16f.jpeg;
Сено;Hay;https://mnemoenglish.ru/img/mnemocard/97185678ab8927997b23d22606f0f257.jpeg;
Привидение;Ghost;https://mnemoenglish.ru/img/mnemocard/25232410e3c7718f8b623338c3220bac.jpeg;
Говорить;Speak;https://mnemoenglish.ru/img/mnemocard/8ef89148bfb4580d085ff0732b68d180.jpeg;
Вращение;Rotate;https://mnemoenglish.ru/img/mnemocard/82568ce9aebfe750309bdbaba1093c52.jpeg;https://mnemoenglish.ru/sound/manualy/rotate.ogg
Яд;Venom;https://mnemoenglish.ru/img/mnemocard/279acf55545e5f9052f973bb8e40e202.jpeg;https://mnemoenglish.ru/sound/manualy/venom.ogg
Холод,простуда;Chill;https://mnemoenglish.ru/img/mnemocard/5d8cec4533be8c7a11dd78f04fec216a.jpeg;https://mnemoenglish.ru/sound/manualy/chill.ogg
Карман;Pocket;https://mnemoenglish.ru/img/mnemocard/322387c56bcc5a741f235dd94ceb942f.jpeg;https://mnemoenglish.ru/sound/manualy/pocket.ogg
Ворона;Crow;https://mnemoenglish.ru/img/mnemocard/64d3e49121b7bc92fc39229afe710210.jpeg;https://mnemoenglish.ru/sound/manualy/crow.ogg
Свекла;Beet;https://mnemoenglish.ru/img/mnemocard/918bf2422710f5e0384c5fe7a3774f8d.jpeg;https://mnemoenglish.ru/sound/manualy/beet.ogg
Горький;Bitter;https://mnemoenglish.ru/img/mnemocard/8ad46b7919d2b02c1875f6d875e9168a.jpeg;https://mnemoenglish.ru/sound/manualy/bitter.ogg
Мука;Flour;https://mnemoenglish.ru/img/mnemocard/6119f7318859b00b8ce6d0b6260af4a6.jpeg;https://mnemoenglish.ru/sound/manualy/flour.ogg
Сильный;Strong;https://mnemoenglish.ru/img/mnemocard/96f10192fea3dad116d9dad0fbee5c21.jpeg;https://mnemoenglish.ru/sound/manualy/strong.ogg
Довольный;Amused;https://mnemoenglish.ru/img/mnemocard/9d31fa9b33515951753685c30d54510a.jpeg;https://mnemoenglish.ru/sound/manualy/amused.ogg
Гласный звук;Vowel;https://mnemoenglish.ru/img/mnemocard/3cfa37225435fbd9f1c318af623925c4.jpeg;https://mnemoenglish.ru/sound/manualy/vowel.ogg
Коготь;Claw;https://mnemoenglish.ru/img/mnemocard/77745a6f199489628624a6e0f6bb14d4.jpeg;https://mnemoenglish.ru/sound/manualy/claw.ogg
Колонна,столб;Pillar;https://mnemoenglish.ru/img/mnemocard/44d2325bbb9b2bdf8cd7be2f5a4cc21d.jpeg;https://mnemoenglish.ru/sound/manualy/pillar.ogg
Заслуживать;Deserve;https://mnemoenglish.ru/img/mnemocard/601bae030fae9da8b51d7a3f1cbaef68.jpeg;https://mnemoenglish.ru/sound/manualy/deserve.ogg
Гриб;Mushroom;https://mnemoenglish.ru/img/mnemocard/86352a6d6c2e647cadce9d975e72eb3b.jpeg;https://mnemoenglish.ru/sound/manualy/mushroom.ogg
Нарушение;Violation;https://mnemoenglish.ru/img/mnemocard/31a64bba813244eb821a1a93012775ea.jpeg;https://mnemoenglish.ru/sound/manualy/violation.ogg
Ничего;Nothing;https://mnemoenglish.ru/img/mnemocard/4ba2354776101abb18a1b9ba356e7630.jpeg;https://mnemoenglish.ru/sound/manualy/nothing.ogg
Половина;Half;https://mnemoenglish.ru/img/mnemocard/1d143dc08b1c1d021029b9f2cdd564f1.jpeg;https://mnemoenglish.ru/sound/manualy/half.ogg
Мачта;Mast;https://mnemoenglish.ru/img/mnemocard/97a173670c5bc50f5e47ded59dfd5ef1.jpeg;https://mnemoenglish.ru/sound/manualy/mast.ogg
Сверкание;Glitter;https://mnemoenglish.ru/img/mnemocard/4931847016f419ffbd3c62042caecd3e.jpeg;https://mnemoenglish.ru/sound/manualy/glitter.ogg
Жёлтый;Yellow;https://mnemoenglish.ru/img/mnemocard/55456f6a581e3fa3738147873ba0c181.jpeg;https://mnemoenglish.ru/sound/manualy/yellow.ogg
Соединять,подключения;Connect;https://mnemoenglish.ru/img/mnemocard/113efd9cf21a8acb2e17f76ac6a54d5d.jpeg;https://mnemoenglish.ru/sound/manualy/connect.ogg
Заплата;Patch;https://mnemoenglish.ru/img/mnemocard/5f40d49b1f2e71b85da337959787d545.jpeg;https://mnemoenglish.ru/sound/manualy/patch.ogg
Штепсель;Plug;https://mnemoenglish.ru/img/mnemocard/36f463df8e2b3d26612baf4e09fb68bc.jpeg;https://mnemoenglish.ru/sound/manualy/plug.ogg
Петля;Loop;https://mnemoenglish.ru/img/mnemocard/1cdb11b0d33fab280055f93e5a596ec7.jpeg;https://mnemoenglish.ru/sound/manualy/loop.ogg
Комплект,набор;Kit;https://mnemoenglish.ru/img/mnemocard/8ad4eb34246f15c1b09ab3e1d4616aa8.jpeg;
Трезвость;Sobriety;https://mnemoenglish.ru/img/mnemocard/14b4d1717bec4b823350b06dfdbcafc8.jpeg;https://mnemoenglish.ru/sound/manualy/sobriety.ogg
Бочка;Cask;https://mnemoenglish.ru/img/mnemocard/5cbf7274e7fc69ef4f75ac292a3ce684.jpeg;https://mnemoenglish.ru/sound/manualy/cask.ogg
Правда;Truth;https://mnemoenglish.ru/img/mnemocard/711c7ab96917b4246bcb90d9ce8b4ed2.jpeg;https://mnemoenglish.ru/sound/manualy/truth.ogg
Суровый;Severe;https://mnemoenglish.ru/img/mnemocard/31fb6c471e47d4d25a856804d76db648.jpeg;https://mnemoenglish.ru/sound/manualy/severe.ogg
Слуга;Servant;https://mnemoenglish.ru/img/mnemocard/8e87c74f8f9e6b4ecd025da520e5f2ee.jpeg;https://mnemoenglish.ru/sound/manualy/servant.ogg
Почта;Mail;https://mnemoenglish.ru/img/mnemocard/7e7ebb65999ae06e4d8d79ff3b30cfde.jpeg;https://mnemoenglish.ru/sound/manualy/mail.ogg
Отметка;Mark;https://mnemoenglish.ru/img/mnemocard/55474e67bdb8d67f83a058dddf65a4ea.jpeg;https://mnemoenglish.ru/sound/manualy/mark.ogg
Трещина;Crack;https://mnemoenglish.ru/img/mnemocard/34f369360013d5bc4a4c959a8b52c7e8.jpeg;https://mnemoenglish.ru/sound/manualy/crack.ogg
Пузырь;Bubble;https://mnemoenglish.ru/img/mnemocard/1c930be8601acc402aec3527a8ef3a28.jpeg;https://mnemoenglish.ru/sound/manualy/bubble.ogg
Был;Was;https://mnemoenglish.ru/img/mnemocard/9f3b60ce7dd753654946fb97cc9eb77b.jpeg;https://mnemoenglish.ru/sound/manualy/was.ogg
Булочка;Bun;https://mnemoenglish.ru/img/mnemocard/79bfc0cc3bf1a817e919acbc62bd08b4.jpeg;https://mnemoenglish.ru/sound/manualy/bun.ogg
Разгромить;Smash;https://mnemoenglish.ru/img/mnemocard/5b7896d8f9a615986bb1908dab97494a.jpeg;https://mnemoenglish.ru/sound/manualy/smash.ogg
Катушка;Coil;https://mnemoenglish.ru/img/mnemocard/5b190297aaf02d97c12b7db62c4a247c.jpeg;https://mnemoenglish.ru/sound/manualy/coil.ogg
Потеря;Loss;https://mnemoenglish.ru/img/mnemocard/76faaee5fcc2d3f559bc54d7f94942be.jpeg;https://mnemoenglish.ru/sound/manualy/loss.ogg
Заваривать;Brew;https://mnemoenglish.ru/img/mnemocard/48f9ea2621ccfb544160772f4afe15ab.jpeg;https://mnemoenglish.ru/sound/manualy/brew.ogg
Чёрный;Black;https://mnemoenglish.ru/img/mnemocard/24aa489a9a3e7df36c5b63a090207254.jpeg;https://mnemoenglish.ru/sound/manualy/black.ogg
Консервант;Preservative;https://mnemoenglish.ru/img/mnemocard/152649c73a86f6c84cb62977522b7db6.jpeg;https://mnemoenglish.ru/sound/manualy/preservative.ogg
